timestamp,meid,cell_id,node_id,format,DRB_MeanActiveUeDl,DRB_PdcpSduDelayDl,RRU_PrbUsedDl,TB_TotNbrDlInitial_16Qam,TB_TotNbrDlInitial_64Qam,TB_TotNbrDlInitial_Qpsk,UE_DRB_BlerDl_UEID,UE_DRB_EstabSucc_5QI_UEID,UE_DRB_PdcpSduDelayDl_UEID,UE_DRB_RelActNbr_5QI_UEID,UE_DRB_UEThpDl_UEID,UE_HO_SrcCellQual_RS-SINR_UEID,UE_HO_TrgtCellQual_RS-SINR_UEID,UE_RRU_PrbUsedDl_UEID,UE_TB_TotNbrDlInitial_16Qam_UEID,UE_TB_TotNbrDlInitial_64Qam_UEID,UE_TB_TotNbrDlInitial_Qpsk_UEID
2026-04-24T18:01:39.360105+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:39.360211+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:39.360317+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:39.361481+00:00,gnb:131-133-31000000,CELL_1111,2,F1,4,,26,0,126,250,,,,,,,,,,,
2026-04-24T18:01:39.361626+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,,,,13538.030381,,,2,0,62,0
2026-04-24T18:01:39.361741+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,12827.921561,,,2,0,64,0
2026-04-24T18:01:39.362012+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,,,,7109.919894,,,10,0,0,125
2026-04-24T18:01:39.362075+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,6060.14993,,,12,0,0,125
2026-04-24T18:01:40.218114+00:00,gnb:131-133-31000000,CELL_1111,2,F1,,9.99002,,,,,,,,,,,,,,,
2026-04-24T18:01:40.218760+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,0.0,,8.546783,,,,,,,,
2026-04-24T18:01:40.218843+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,11.724994,,,,,,,,
2026-04-24T18:01:40.218902+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,8.866318,,,,,,,,
2026-04-24T18:01:40.218956+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,0.0,,10.821985,,,,,,,,
2026-04-24T18:01:40.219416+00:00,gnb:131-133-31000000,CELL_1111,2,F1,,,,,,,,,,,,,,,,,
2026-04-24T18:01:40.219477+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:40.219535+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:40.219588+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:40.221067+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:40.222065+00:00,gnb:131-133-31000000,CELL_1111,2,F1,4,,26,0,127,252,,,,,,,,,,,
2026-04-24T18:01:40.222193+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,,,,13537.970719,,,2,0,63,0
2026-04-24T18:01:40.222307+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,6060.343477,,,12,0,0,125
2026-04-24T18:01:40.222570+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,,,,7108.967742,,,10,0,0,127
2026-04-24T18:01:40.222814+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,12828.159517,,,2,0,64,0
2026-04-24T18:01:41.065581+00:00,gnb:131-133-31000000,CELL_1111,2,F1,,9.957905,,,,,,,,,,,,,,,
2026-04-24T18:01:41.066311+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,0.0,,10.605926,,,,,,,,
2026-04-24T18:01:41.066378+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,0.0,,8.446845,,,,,,,,
2026-04-24T18:01:41.066434+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,11.653492,,,,,,,,
2026-04-24T18:01:41.066487+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,9.125357,,,,,,,,
2026-04-24T18:01:41.066907+00:00,gnb:131-133-31000000,CELL_1111,2,F1,,,,,,,,,,,,,,,,,
2026-04-24T18:01:41.067051+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:41.067399+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:41.067458+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:41.067511+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:41.067955+00:00,gnb:131-133-31000000,CELL_1111,2,F1,4,,26,0,124,250,,,,,,,,,,,
2026-04-24T18:01:41.068062+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,,,,13538.172002,,,2,0,62,0
2026-04-24T18:01:41.068182+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,12829.55677,,,2,0,62,0
2026-04-24T18:01:41.068289+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,,,,7109.184662,,,10,0,0,125
2026-04-24T18:01:41.068393+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,6060.435859,,,12,0,0,125
2026-04-24T18:01:41.825230+00:00,gnb:131-133-31000000,CELL_1111,2,F1,,10.041978,,,,,,,,,,,,,,,
2026-04-24T18:01:41.825591+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,9.212123,,,,,,,,
2026-04-24T18:01:41.825744+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,0.0,,8.529777,,,,,,,,
2026-04-24T18:01:41.826049+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,11.736515,,,,,,,,
2026-04-24T18:01:41.826129+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,0.0,,10.689497,,,,,,,,
2026-04-24T18:01:41.827335+00:00,gnb:131-133-31000000,CELL_1111,2,F1,,,,,,,,,,,,,,,,,
2026-04-24T18:01:41.827451+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:41.827561+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:41.827671+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:41.827768+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:41.828930+00:00,gnb:131-133-31000000,CELL_1111,2,F1,4,,26,0,126,250,,,,,,,,,,,
2026-04-24T18:01:41.829164+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,,,,7109.486854,,,10,0,0,125
2026-04-24T18:01:41.829271+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,6060.526527,,,12,0,0,125
2026-04-24T18:01:41.829336+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,12830.914378,,,2,0,63,0
2026-04-24T18:01:41.829397+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,,,,13538.377413,,,2,0,63,0
2026-04-24T18:01:42.605303+00:00,gnb:131-133-31000000,CELL_1111,2,F1,,9.881906,,,,,,,,,,,,,,,
2026-04-24T18:01:42.605491+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,11.667665,,,,,,,,
2026-04-24T18:01:42.605622+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,0.0,,10.600257,,,,,,,,
2026-04-24T18:01:42.605729+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,0.0,,8.446845,,,,,,,,
2026-04-24T18:01:42.605790+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,8.812857,,,,,,,,
2026-04-24T18:01:42.606721+00:00,gnb:131-133-31000000,CELL_1111,2,F1,,,,,,,,,,,,,,,,,
2026-04-24T18:01:42.606938+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:42.607003+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:42.607060+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:42.607115+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:42.608062+00:00,gnb:131-133-31000000,CELL_1111,2,F1,4,,26,0,125,251,,,,,,,,,,,
2026-04-24T18:01:42.608367+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,,,,13538.572055,,,2,0,62,0
2026-04-24T18:01:42.608551+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,12830.745068,,,2,0,63,0
2026-04-24T18:01:42.608672+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,,,,7109.720068,,,10,0,0,125
2026-04-24T18:01:42.608783+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,6060.31362,,,12,0,0,126
2026-04-24T18:01:43.463062+00:00,gnb:131-133-31000000,CELL_1111,2,F1,,9.966126,,,,,,,,,,,,,,,
2026-04-24T18:01:43.463174+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,0.0,,8.546783,,,,,,,,
2026-04-24T18:01:43.463242+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,8.877308,,,,,,,,
2026-04-24T18:01:43.463302+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,11.739395,,,,,,,,
2026-04-24T18:01:43.463366+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,0.0,,10.701017,,,,,,,,
2026-04-24T18:01:43.464099+00:00,gnb:131-133-31000000,CELL_1111,2,F1,,,,,,,,,,,,,,,,,
2026-04-24T18:01:43.464214+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:43.464281+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:43.464339+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:43.464393+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:43.465190+00:00,gnb:131-133-31000000,CELL_1111,2,F1,4,,26,0,128,251,,,,,,,,,,,
2026-04-24T18:01:43.465327+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,,,,7109.893388,,,10,0,0,125
2026-04-24T18:01:43.465434+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,6060.191029,,,12,0,0,126
2026-04-24T18:01:43.465497+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,,,,13538.509873,,,2,0,63,0
2026-04-24T18:01:43.465556+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,12829.527473,,,2,0,65,0
2026-04-24T18:01:44.314764+00:00,gnb:131-133-31000000,CELL_1111,2,F1,,9.875573,,,,,,,,,,,,,,,
2026-04-24T18:01:44.315050+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,0.0,,8.446845,,,,,,,,
2026-04-24T18:01:44.315256+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,11.653492,,,,,,,,
2026-04-24T18:01:44.315408+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,8.801696,,,,,,,,
2026-04-24T18:01:44.315506+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,0.0,,10.600257,,,,,,,,
2026-04-24T18:01:44.315759+00:00,gnb:131-133-31000000,CELL_1111,2,F1,,,,,,,,,,,,,,,,,
2026-04-24T18:01:44.315860+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:44.315922+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:44.315979+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:44.316032+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:44.316291+00:00,gnb:131-133-31000000,CELL_1111,2,F1,4,,26,0,125,250,,,,,,,,,,,
2026-04-24T18:01:44.316357+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,,,,13538.700292,,,2,0,62,0
2026-04-24T18:01:44.316419+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,,,,7110.119552,,,10,0,0,125
2026-04-24T18:01:44.316477+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,6060.290284,,,12,0,0,125
2026-04-24T18:01:44.316887+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,12829.527039,,,2,0,63,0
2026-04-24T18:01:45.170968+00:00,gnb:131-133-31000000,CELL_1111,2,F1,,9.966922,,,,,,,,,,,,,,,
2026-04-24T18:01:45.171341+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,0.0,,8.532611,,,,,,,,
2026-04-24T18:01:45.171625+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,0.0,,10.689497,,,,,,,,
2026-04-24T18:01:45.171822+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,11.750916,,,,,,,,
2026-04-24T18:01:45.172077+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,8.894662,,,,,,,,
2026-04-24T18:01:45.173066+00:00,gnb:131-133-31000000,CELL_1111,2,F1,,,,,,,,,,,,,,,,,
2026-04-24T18:01:45.173200+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:45.173313+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:45.173620+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:45.173685+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:45.174877+00:00,gnb:131-133-31000000,CELL_1111,2,F1,4,,26,0,127,251,,,,,,,,,,,
2026-04-24T18:01:45.175007+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,6060.144173,,,12,0,0,126
2026-04-24T18:01:45.175114+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,12829.356952,,,2,0,64,0
2026-04-24T18:01:45.175392+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,,,,13538.852021,,,2,0,63,0
2026-04-24T18:01:45.175461+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,,,,7110.392804,,,10,0,0,125
2026-04-24T18:01:46.039343+00:00,gnb:131-133-31000000,CELL_1111,2,F1,,9.883694,,,,,,,,,,,,,,,
2026-04-24T18:01:46.039456+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,11.667316,,,,,,,,
2026-04-24T18:01:46.039521+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,0.0,,10.605577,,,,,,,,
2026-04-24T18:01:46.039578+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,8.812513,,,,,,,,
2026-04-24T18:01:46.039750+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,0.0,,8.449371,,,,,,,,
2026-04-24T18:01:46.040077+00:00,gnb:131-133-31000000,CELL_1111,2,F1,,,,,,,,,,,,,,,,,
2026-04-24T18:01:46.040183+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:46.040246+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:46.040302+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:46.040355+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:46.040544+00:00,gnb:131-133-31000000,CELL_1111,2,F1,4,,26,0,125,251,,,,,,,,,,,
2026-04-24T18:01:46.040653+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,,,,13538.994242,,,2,0,62,0
2026-04-24T18:01:46.040762+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,12829.20563,,,2,0,63,0
2026-04-24T18:01:46.040872+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,,,,7110.576381,,,10,0,0,125
2026-04-24T18:01:46.040979+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,6060.000613,,,12,0,0,126
2026-04-24T18:01:46.889989+00:00,gnb:131-133-31000000,CELL_1111,2,F1,,9.969215,,,,,,,,,,,,,,,
2026-04-24T18:01:46.890102+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,0.0,,10.693257,,,,,,,,
2026-04-24T18:01:46.890168+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,8.892694,,,,,,,,
2026-04-24T18:01:46.890224+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,0.0,,8.539114,,,,,,,,
2026-04-24T18:01:46.890513+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,11.751796,,,,,,,,
2026-04-24T18:01:46.890848+00:00,gnb:131-133-31000000,CELL_1111,2,F1,,,,,,,,,,,,,,,,,
2026-04-24T18:01:46.890949+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:46.891010+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:46.891153+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:46.891211+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:46.891495+00:00,gnb:131-133-31000000,CELL_1111,2,F1,4,,26,0,127,251,,,,,,,,,,,
2026-04-24T18:01:46.891602+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,12829.040774,,,2,0,64,0
2026-04-24T18:01:46.891723+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,6059.909655,,,12,0,0,126
2026-04-24T18:01:46.891827+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,,,,13539.014881,,,2,0,63,0
2026-04-24T18:01:46.891931+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,,,,7110.783803,,,10,0,0,125
2026-04-24T18:01:47.672317+00:00,gnb:131-133-31000000,CELL_1111,2,F1,,9.878645,,,,,,,,,,,,,,,
2026-04-24T18:01:47.672687+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,11.617479,,,,,,,,
2026-04-24T18:01:47.672838+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,8.751134,,,,,,,,
2026-04-24T18:01:47.672944+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,0.0,,8.496688,,,,,,,,
2026-04-24T18:01:47.673048+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,0.0,,10.649277,,,,,,,,
2026-04-24T18:01:47.673374+00:00,gnb:131-133-31000000,CELL_1111,2,F1,,,,,,,,,,,,,,,,,
2026-04-24T18:01:47.673435+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:47.673494+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:47.673548+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:47.673601+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:47.673931+00:00,gnb:131-133-31000000,CELL_1111,2,F1,4,,26,0,126,250,,,,,,,,,,,
2026-04-24T18:01:47.674046+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,12828.499951,,,2,0,64,0
2026-04-24T18:01:47.674157+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,,,,13538.44327,,,2,0,62,0
2026-04-24T18:01:47.674264+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,,,,7110.582188,,,10,0,0,125
2026-04-24T18:01:47.674371+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,6060.258749,,,12,0,0,125
2026-04-24T18:01:48.407528+00:00,gnb:131-133-31000000,CELL_1111,2,F1,,9.957786,,,,,,,,,,,,,,,
2026-04-24T18:01:48.407643+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,8.86435,,,,,,,,
2026-04-24T18:01:48.407712+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,11.722994,,,,,,,,
2026-04-24T18:01:48.407773+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,0.0,,10.699017,,,,,,,,
2026-04-24T18:01:48.407831+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,0.0,,8.544783,,,,,,,,
2026-04-24T18:01:48.409711+00:00,gnb:131-133-31000000,CELL_1111,2,F1,,,,,,,,,,,,,,,,,
2026-04-24T18:01:48.409779+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:48.409846+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:48.409902+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:48.409955+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:48.410178+00:00,gnb:131-133-31000000,CELL_1111,2,F1,4,,26,0,127,250,,,,,,,,,,,
2026-04-24T18:01:48.410242+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,6060.436358,,,12,0,0,125
2026-04-24T18:01:48.410303+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,12828.714883,,,2,0,64,0
2026-04-24T18:01:48.410360+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,,,,13538.385013,,,2,0,63,0
2026-04-24T18:01:48.410415+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,,,,7110.74072,,,10,0,0,125
2026-04-24T18:01:49.124682+00:00,gnb:131-133-31000000,CELL_1111,2,F1,,9.955913,,,,,,,,,,,,,,,
2026-04-24T18:01:49.124787+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,0.0,,10.603926,,,,,,,,
2026-04-24T18:01:49.124849+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,9.123388,,,,,,,,
2026-04-24T18:01:49.124904+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,0.0,,8.444845,,,,,,,,
2026-04-24T18:01:49.124956+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,11.651492,,,,,,,,
2026-04-24T18:01:49.125631+00:00,gnb:131-133-31000000,CELL_1111,2,F1,,,,,,,,,,,,,,,,,
2026-04-24T18:01:49.125700+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:49.125759+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:49.125812+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:49.125864+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:49.126322+00:00,gnb:131-133-31000000,CELL_1111,2,F1,4,,26,0,124,250,,,,,,,,,,,
2026-04-24T18:01:49.126435+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,12829.999729,,,2,0,62,0
2026-04-24T18:01:49.126540+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,,,,13538.567542,,,2,0,62,0
2026-04-24T18:01:49.127318+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,6060.520865,,,12,0,0,125
2026-04-24T18:01:49.127436+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,,,,7110.927264,,,10,0,0,125
2026-04-24T18:01:49.954769+00:00,gnb:131-133-31000000,CELL_1111,2,F1,,10.039986,,,,,,,,,,,,,,,
2026-04-24T18:01:49.955201+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,9.210154,,,,,,,,
2026-04-24T18:01:49.955393+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,11.734515,,,,,,,,
2026-04-24T18:01:49.955513+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,0.0,,8.527777,,,,,,,,
2026-04-24T18:01:49.955627+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,0.0,,10.687497,,,,,,,,
2026-04-24T18:01:49.956184+00:00,gnb:131-133-31000000,CELL_1111,2,F1,,,,,,,,,,,,,,,,,
2026-04-24T18:01:49.956243+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:49.956301+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:49.956354+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:49.956405+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2026-04-24T18:01:49.956915+00:00,gnb:131-133-31000000,CELL_1111,2,F1,4,,26,0,126,250,,,,,,,,,,,
2026-04-24T18:01:49.957030+00:00,gnb:131-133-31000000,UE_3030303034,6,F1,,,,,,,,,,,13538.75412,,,2,0,63,0
2026-04-24T18:01:49.957139+00:00,gnb:131-133-31000000,UE_3030303033,5,F1,,,,,,,,,,,7111.193021,,,10,0,0,125
2026-04-24T18:01:49.957244+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,6060.603922,,,12,0,0,125
